sex,year,gwa,strand,current_course,first_choice,second_choice,third_choice,quality_instruction1,quality_instruction2,quality_instruction3,quality_instruction4,course_content1,academic_advising1,academic_advising2,college_experience1,college_experience2,interest_subject1,preparation_career1,preparation_career2,class_size1,class_size2,class_size3,failing_major1,academic_placement1,academic_placement2,personality_traits1,personality_traits2,personality_traits3,values1,values2,social_behavior1,social_behavior2,social_behavior3,social_behavior4,same_course,different_course
Male,First Year,2.51-3.00,TVL,BSIT,BSEE,BSIT,BS_Arch,Agree,Agree,Agree,Agree,Agree,Agree,Agree,N/A,Agree,Agree,Agree,Agree,N/A,N/A,30-Oct,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Myself,Agree,Disagree,Yes,No
Female,Third Year,1.00-1.50,STEM,BSIT,BSIT,BS_Arch,BAC,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,N/A,Agree,Agree,Agree,Disagree,Disagree,31-50,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Myself,Myself,Agree,Agree,No,Yes
Male,Third Year,1.51-2.00,STEM,BSIT,BSEd_Eng,BSIT,BAC,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,31-50,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Myself,Myself,Agree,Disagree,No,Yes
Male,Third Year,2.01-2.50,BAM,BSCE,BSPsy,BSA,BMMP,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,31-50,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Myself,Myself,Agree,Disagree,No,Yes
Female,Third Year,1.51-2.00,TVL,BSBA_HRM,BSPsy,BSBA_HRM,BSBA_MM,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Myself,Myself,Disagree,Strongly Disagree,Yes,No
Male,First Year,N/A,STEM,BSCS,BSCS,BS_Arch,BSCpE,Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,31-50,N/A,N/A,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Myself,Myself,Disagree,Strongly Disagree,Yes,No
Female,Third Year,1.00-1.50,TVL,BSIT,BSIT,BSCS,BSCpE,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Myself,Strongly Agree,Strongly Disagree,Yes,No
Male,First Year,N/A,STEM,BSCS,BSCS,BSIT,BSCpE,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Myself,Myself,Agree,Disagree,Yes,No
Female,Second Year,1.00-1.50,STEM,BSCE,BSCE,BSCpE,BSCS,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,31-50,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Myself,Strongly Agree,Disagree,Yes,Yes
Male,Second Year,1.51-2.00,TVL,BSIT,BSIT,BSCpE,BSCS,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,31-50,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Myself,Myself,Agree,Agree,Yes,No
Male,Second Year,1.00-1.50,TVL,BSIT,BSCpE,BSIT,BSCS,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Myself,Agree,Agree,Yes,No
Female,Second Year,1.00-1.50,STEM,BSEE,BSN,BSBio,BSEE,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Myself,Myself,Disagree,Disagree,No,Yes
Female,Second Year,1.51-2.00,STEM,BSCE,BSCE,BSCpE,BSEE,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,31-50,Strongly Disagree,Agree,Agree,Agree,N/A,N/A,Agree,Disagree,Myself,Myself,Disagree,Agree,No,Yes
Male,Second Year,1.51-2.00,STEM,BSCS,BSCS,BSECE,BSEE,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Myself,Disagree,Disagree,Yes,No
Female,Third Year,1.00-1.50,BAM,BSHM,BSPsy,BSBA_MM,BSHM,Agree,Disagree,N/A,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,N/A,Agree,31-50,N/A,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Myself,Myself,Agree,Strongly Agree,No,No
Male,Third Year,1.51-2.00,STEM,BSCpE,BSCHE,BSCpE,BSIT,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Myself,Myself,Strongly Agree,Strongly Agree,No,Yes
Male,Third Year,1.51-2.00,TVL,BSCS,BSCS,BSCpE,BSIT,Agree,Agree,Disagree,N/A,N/A,N/A,Agree,Agree,N/A,Agree,Agree,Agree,N/A,N/A,31-50,Agree,Disagree,Strongly Agree,Disagree,N/A,Disagree,Strongly Agree,Strongly Disagree,Myself,Myself,Agree,Disagree,Yes,No
Male,Second Year,1.51-2.00,STEM,BSIT,BS_Arch,BSPsy,BSIT,Disagree,N/A,N/A,N/A,N/A,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,N/A,31-50,N/A,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Myself,Myself,Strongly Disagree,Agree,No,Yes
Female,Third Year,1.51-2.00,BAM,BSCS,BSBA_MM,BSPsy,BSIT,Disagree,Agree,Disagree,Strongly Disagree,Disagree,N/A,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,31-50,N/A,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Myself,Myself,N/A,Disagree,No,Yes
Female,Third Year,1.00-1.50,STEM,BSTM,BSPsy,BSTM,BSIT,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Myself,Myself,Agree,Agree,No,Yes
Male,Second Year,1.00-1.50,STEM,BSMfgE,BSCE,BSME,BSMath,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Myself,Myself,Agree,Agree,Yes,No
Male,Second Year,1.51-2.00,TVL,BSIT,BSIT,BSBio,BSN,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Myself,Agree,Agree,Yes,No
Female,Second Year,1.51-2.00,STEM,BSMfgE,BSCE,BSME,BSN,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Myself,Strongly Agree,Disagree,No,Yes
Male,Third Year,1.00-1.50,STEM,BSBA_HRM,BSPsy,BSBA_HRM,BSPT,Agree,Disagree,Disagree,Agree,Agree,N/A,N/A,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Myself,Myself,Agree,Disagree,No,No
Female,Third Year,1.00-1.50,HESS,BSBA_HRM,BSPsy,BSBio,BSPT,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Myself,Myself,Agree,Disagree,No,Yes
Male,Third Year,1.51-2.00,BAM,BSBA_FM,BSBA_FM,BSA,BSPsy,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,N/A,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Myself,Disagree,Strongly Disagree,Yes,No
Male,First Year,N/A,BAM,BSCHE,BSChem,BSA,BSPsy,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,31-50,N/A,N/A,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Myself,Myself,Agree,Strongly Disagree,Yes,Yes
Female,Second Year,1.00-1.50,BAM,BS_ENTRE,BSA,BSBA_FM,BSPsy,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,31-50,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Myself,Myself,Agree,Disagree,No,Yes
Female,Second Year,1.00-1.50,HESS,BSCS,BSBio,BSCS,BSPsy,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,31-50,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Myself,Myself,Agree,Disagree,No,No
Female,Third Year,1.51-2.00,STEM,BSCS,BSCS,BSIT,BSPsy,Strongly Disagree,Disagree,N/A,Strongly Disagree,N/A,Strongly Agree,N/A,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,N/A,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,N/A,Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Myself,Agree,Strongly Disagree,Yes,No
Male,Second Year,1.51-2.00,HESS,BSEE,BSPsy,BSEE,BSSW,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,31-50,Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Myself,Myself,Agree,Agree,No,Yes
Female,Second Year,1.51-2.00,TVL,BSCS,BSCS,BSIT,BSTM,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,31-50,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Myself,Myself,Agree,Disagree,Yes,No
Female,Third Year,1.00-1.50,STEM,BSCE,BSCE,BSTM,BS_Arch,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,N/A,Disagree,N/A,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Strongly Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Myself,Myself,Agree,Agree,Yes,Yes
Male,Second Year,1.00-1.50,BAM,BSBA_BE,BSA,BSBA_FM,BSBA_BE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Myself,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,1.00-1.50,BAM,BSA,BSA,BSBA_FM,BSBA_HRM,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,31-50,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Myself,Myself,Agree,Strongly Agree,Yes,No
Female,Third Year,1.00-1.50,BAM,BSBA_HRM,BSA,BSBA_MM,BSBA_HRM,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Myself,Agree,Agree,Yes,No
Female,Second Year,1.00-1.50,BAM,BSHM,BSTM,BSHM,BSBA_HRM,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Myself,Agree,Disagree,No,No
Male,Second Year,1.51-2.00,STEM,BSIT,BSCE,BSIT,BSBio,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,N/A,Agree,31-50,N/A,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Myself,Agree,Agree,Yes,No
Female,Third Year,1.51-2.00,STEM,BSCS,BS_Arch,BSPsy,BSBio,Strongly Agree,N/A,N/A,Disagree,N/A,Disagree,N/A,Disagree,N/A,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Myself,Myself,Agree,Agree,No,Yes
Male,Third Year,1.00-1.50,STEM,BSCpE,BSCpE,BSCS,BSEd_Math,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Myself,Strongly Agree,Strongly Agree,No,No
Female,Second Year,1.51-2.00,TVL,BSIT,BS_Arch,BSIT,BSEd_Eng,Agree,N/A,Strongly Agree,N/A,Agree,Agree,Agree,N/A,N/A,N/A,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Myself,Myself,Strongly Disagree,Strongly Disagree,No,Yes
Male,First Year,N/A,STEM,BSCpE,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,51-70,N/A,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Myself,Agree,Strongly Disagree,Yes,No
Male,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSCHE,BSEE,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,51-70,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Myself,Myself,Agree,Agree,No,Yes
Male,Second Year,2.01-2.50,TVL,BSEE,BSN,BSIT,BSEE,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,51-70,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Myself,Myself,Disagree,Disagree,No,Yes
Male,Second Year,1.00-1.50,BAM,BSBA_BE,BSBA_FM,BSBA_HRM,BS_ENTRE,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,51-70,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Myself,Myself,Agree,Agree,Yes,Yes
Female,Third Year,1.00-1.50,BAM,BSA,BSA,BSREM,BSTM,N/A,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,N/A,Strongly Disagree,Disagree,Strongly Disagree,N/A,Agree,Agree,Disagree,Disagree,51-70,Strongly Disagree,N/A,Agree,N/A,N/A,Strongly Disagree,Strongly Agree,N/A,Myself,Myself,Agree,Strongly Disagree,Yes,No
Female,First Year,N/A,STEM,BSCE,BSCE,BSPsy,BS_Arch,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,51-70,N/A,N/A,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Myself,Agree,Disagree,Yes,No
Female,Second Year,1.51-2.00,BAM,BSTM,BSTM,BSHM,BSA,Agree,N/A,Agree,Disagree,Agree,N/A,Agree,N/A,N/A,Agree,Agree,Strongly Agree,Disagree,Agree,51-70,Strongly Disagree,N/A,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Myself,N/A,Agree,Yes,Yes
Male,First Year,N/A,STEM,BSCpE,BSCpE,BSIT,BSBA_BE,Agree,N/A,N/A,N/A,Agree,N/A,Agree,Agree,N/A,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,51-70,N/A,N/A,Agree,Agree,Agree,Agree,Agree,N/A,Myself,Myself,Agree,Disagree,Yes,Yes
Male,First Year,N/A,TVL,BSIT,BSIT,BSCpE,BSBA_FM,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,51-70,Agree,N/A,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Myself,Disagree,Strongly Disagree,Yes,Yes
Male,Third Year,1.51-2.00,BAM,BSIT,BS_Arch,BSCE,BSIT,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,31-50,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Family,Myself,Strongly Disagree,Disagree,Yes,No
Female,Third Year,1.51-2.00,STEM,BSMfgE,BSME,BSCE,BSECE,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,N/A,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,31-50,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Myself,Myself,Disagree,Strongly Disagree,Yes,No
Male,Third Year,1.51-2.00,STEM,BSCE,BSCE,BSME,BSEd_Math,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,N/A,Strongly Disagree,Agree,Agree,Disagree,Agree,31-50,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Myself,Myself,Agree,Agree,No,Yes
Male,Third Year,1.00-1.50,STEM,BSHM,BS_Arch,BSCE,BSHM,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,51-70,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Myself,Agree,Disagree,Yes,No
Male,Second Year,1.00-1.50,TVL,BSCS,BSCS,BSIT,BSCpE,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,31-50,N/A,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Myself,Myself,Strongly Disagree,Agree,Yes,No
Male,Third Year,1.00-1.50,STEM,BSCS,BSCS,BSIT,BSBA_FM,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,51-70,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Myself,Agree,Agree,Yes,No
Male,Third Year,1.00-1.50,STEM,BSCpE,BSCpE,BSECE,BSN,Strongly Agree,Disagree,N/A,Disagree,Agree,N/A,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,31-50,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Myself,Myself,Agree,Strongly Disagree,Yes,No
Female,Third Year,1.51-2.00,STEM,BSCS,BSCS,BSIT,BSCpE,Strongly Agree,N/A,Agree,Disagree,Agree,Agree,N/A,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Myself,Agree,Disagree,Yes,Yes
Male,First Year,N/A,SA,BSCpE,BSCE,BSCpE,BS_Arch,Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,N/A,Agree,Strongly Agree,Agree,Agree,51-70,N/A,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Family,Myself,Agree,Agree,No,No
Female,First Year,N/A,HESS,BSCpE,BSIT,BSTM,BSN,Agree,Disagree,Agree,Disagree,Agree,Agree,N/A,N/A,N/A,Disagree,Agree,Agree,Disagree,Agree,51-70,N/A,N/A,Strongly Agree,Disagree,Agree,Disagree,Agree,Agree,Family,Myself,Disagree,Disagree,No,Yes
Male,First Year,N/A,STEM,BSMfgE,BSCE,BSCpE,BSCHE,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,31-50,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Myself,Myself,Disagree,Agree,Yes,No
Male,Second Year,1.00-1.50,STEM,BSIT,BSIT,BSCpE,BSCS,N/A,Disagree,Disagree,Agree,Agree,N/A,Disagree,N/A,Disagree,Agree,Agree,Agree,Disagree,N/A,31-50,Disagree,N/A,Agree,Agree,Agree,Agree,Agree,N/A,Myself,Myself,Strongly Disagree,N/A,Yes,No
Female,Second Year,1.51-2.00,BAM,BS_ENTRE,BSA,BSBA_FM,BSPsy,Agree,N/A,N/A,Agree,Disagree,Disagree,Disagree,N/A,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,31-50,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Myself,Myself,N/A,Disagree,No,Yes
Male,Third Year,2.01-2.50,HESS,BSIT,BSIT,BSPsy,BSBio,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,31-50,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Myself,Strongly Disagree,Disagree,Yes,No
Female,Second Year,1.00-1.50,BAM,BSA,BSA,BSBA_FM,BSBA_MM,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,51-70,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Myself,Myself,Agree,Disagree,Yes,No
Male,Second Year,1.51-2.00,STEM,BSEE,BSME,BSCE,BSEE,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,51-70,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Myself,Myself,Agree,Agree,Yes,No
Female,First Year,N/A,BAM,BSCE,BSCE,BSA,BS_Arch,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,N/A,N/A,N/A,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,51-70,N/A,N/A,Strongly Agree,N/A,Agree,Disagree,Agree,Agree,Myself,Myself,N/A,Disagree,Yes,No
Female,Second Year,1.51-2.00,STEM,BSIT,BSECE,BSEE,BSPsy,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,30-Oct,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Institution,Myself,Disagree,Disagree,Yes,Yes
Female,Second Year,1.51-2.00,HESS,BSMfgE,BSN,BSPT,BSBio,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Family,Myself,Agree,Agree,No,Yes
Female,Second Year,1.51-2.00,HESS,BSIT,BSIT,BSCS,BSCpE,Agree,N/A,N/A,N/A,Agree,N/A,N/A,Disagree,Disagree,N/A,Agree,Strongly Agree,N/A,N/A,31-50,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Family,Myself,N/A,N/A,Yes,No
Male,Second Year,1.00-1.50,SA,BS_ENTRE,BSHM,BSPsy,BS_ENTRE,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,31-50,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Institution,Myself,Agree,Agree,No,Yes
Male,Third Year,1.00-1.50,TVL,BSCpE,BSA,BSBA_MM,BSIT,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,30-Oct,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Myself,Myself,Agree,Agree,No,Yes
