sex,year,current_course,gwa,strand,first_choice,second_choice,third_choice,decision_making1,decision_making2,decision_making3,decision_making4,decision_making5,decision_making6,decision_making7,decision_making8,personal_assessment1,personal_assessment2,personal_assessment3,course_environment1,course_environment2,course_environment3,course_environment4,course_environment5,course_satisfaction1,course_satisfaction2,course_satisfaction3,course_satisfaction4,academic_experience1,academic_experience2,academic_experience3,academic_experience4,academic_experience5,academic_experience6,academic_experience7,same_course,different_course
Female,Second Year,BSCHE,1.00-1.50,STEM,BSBio,BSPsy,BSCHE,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Myself,Siblings,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,31-50,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,No,No
Male,First Year,BSMfgE,N/A,BAM,BSBAFM,BSENTRE,BSBAMM,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,N/A,N/A,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,First Year,BSMfgE,N/A,STEM,BSCE,BSME,BSCS,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Relatives,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Strongly Disagree,N/A,N/A,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,Second Year,BSCHE,1.00-1.50,STEM,BSCHE,BSCE,BSChem,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,N/A,Myself,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,10-30,Agree,Agree,Strongly Disagree,Agree,N/A,Disagree,N/A,Disagree,Agree,Strongly Agree,Agree,Yes,No
Female,First Year,BSMfgE,N/A,STEM,BSCHE,BSCpE,BSIT,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,31-50,Agree,Disagree,Agree,Disagree,N/A,N/A,N/A,Agree,Disagree,Strongly Agree,Disagree,No,Yes
Male,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSME,BSCHE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Parents,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,31-50,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Female,Second Year,BSCHE,1.00-1.50,STEM,BSCHE,BSPT,BSIT,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Myself,Other,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,31-50,Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,No,Yes
Male,Third Year,BSCE,1.51-2.00,BAM,BSCE,BSA,BSEE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Relatives,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,31-50,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,No,No
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSArch,BSEdMath,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,51-70,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,N/A,Agree,Agree,Yes,No
Male,Second Year,BSCE,1.00-1.50,STEM,BSN,BSCE,BSA,Agree,Disagree,Agree,Agree,Agree,Agree,Parents,Parents,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,N/A,Agree,N/A,Disagree,Disagree,N/A,Agree,Agree,Yes,Yes
Female,First Year,BSMfgE,N/A,STEM,BSMfgE,BSCE,BSIT,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Relatives,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,31-50,Disagree,Agree,Disagree,Disagree,N/A,N/A,Agree,Disagree,Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSCE,BSCE,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSCE,1.00-1.50,BAM,BSCE,BSME,BSA,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,N/A,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Yes,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSTM,N/A,N/A,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Siblings,Parents,Strongly Disagree,Strongly Disagree,Strongly Disagree,N/A,N/A,Agree,Agree,31-50,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,First Year,BSCE,N/A,TVL,BSArch,BSCE,BSA,Agree,Disagree,N/A,Agree,Agree,N/A,Myself,Parents,Disagree,N/A,Disagree,N/A,N/A,Agree,Disagree,51-70,Disagree,Disagree,Disagree,N/A,N/A,N/A,N/A,Disagree,Agree,Agree,Disagree,No,Yes
Female,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSArch,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Yes,Yes
Male,First Year,BSMfgE,N/A,STEM,BSN,BSCE,BSCpE,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,31-50,Agree,Disagree,Disagree,Disagree,N/A,N/A,Agree,Disagree,Agree,Disagree,Agree,No,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSMath,BSArch,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Myself,Siblings,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSN,BSBio,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,Yes
Male,First Year,BSMfgE,N/A,TVL,BSIT,BSCS,BSCpE,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Myself,Parents,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,31-50,Agree,Agree,Disagree,Disagree,N/A,N/A,Disagree,Disagree,Agree,Agree,Agree,No,Yes
Male,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSME,BSArch,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,31-50,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCHE,BSCE,BSBio,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Myself,Teachers,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,31-50,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCHE,BSBio,BSCE,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,31-50,Disagree,N/A,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,No,No
Male,First Year,BSMfgE,N/A,STEM,BSCE,BSME,BSArch,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,31-50,Agree,Agree,Agree,Disagree,N/A,N/A,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSArch,BSA,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Myself,Teachers,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSME,BSMath,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,N/A,Myself,Teachers,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,31-50,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,N/A,Disagree,Agree,Strongly Agree,Disagree,Yes,No
Male,Second Year,BSCE,1.51-2.00,STEM,BSArch,BSCE,BSEE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,N/A,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,No,Yes
Male,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSArch,BSN,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Relatives,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSArch,BSMath,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Parents,Parents,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,51-70,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,No,Yes
Male,Third Year,BSME,1.51-2.00,STEM,BSME,BSCpE,BSIT,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Teachers,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Yes,No
Female,Third Year,BSCE,1.00-1.50,STEM,BSCE,BSTM,BSArch,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSArch,BSIT,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Agree,N/A,Agree,Agree,Agree,N/A,Yes,Yes
Male,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSCpE,BSA,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Parents,Parents,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,N/A,Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,No,No
Male,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSCpE,BSA,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,31-50,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,N/A,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Yes,No
Female,Third Year,BSCE,1.00-1.50,STEM,BSCE,BSTM,BSArch,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Myself,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,N/A,Agree,N/A,Yes,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSEE,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,51-70,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,No
Female,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSA,BSArch,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Relatives,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,N/A,Strongly Agree,Agree,No,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSEdMath,BSArch,Agree,Disagree,Agree,Agree,Disagree,Disagree,Myself,Parents,Agree,Agree,Agree,N/A,N/A,N/A,Disagree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,N/A,Agree,Disagree,Yes,No
Female,Second Year,BSCE,1.51-2.00,BAM,BSA,BSCE,BSEdEng,Agree,Disagree,Agree,Disagree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,31-50,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,N/A,Disagree,Agree,Agree,Disagree,Yes,No
Male,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSME,BSCpE,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Myself,Relatives,Strongly Agree,Agree,N/A,N/A,N/A,N/A,N/A,31-50,N/A,Agree,N/A,N/A,Strongly Disagree,Agree,N/A,N/A,N/A,Strongly Agree,N/A,Yes,No
Male,Second Year,BSEE,1.00-1.50,STEM,BSEE,BSCpE,BSTM,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Friends and/or boyfriend/girlfriend,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,51-70,Agree,N/A,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSBio,BSMath,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Male,First Year,BSMfgE,N/A,STEM,BSCE,BSArch,BSCHE,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Parents,Parents,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,N/A,N/A,Agree,Disagree,Agree,Strongly Agree,Agree,No,No
Male,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSME,BSEE,Strongly Agree,Disagree,Agree,Disagree,Agree,N/A,Myself,Parents,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,51-70,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,No
Male,Third Year,BSCE,1.00-1.50,STEM,BSCE,BSEE,BSME,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Myself,Relatives,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Female,Second Year,BSEE,1.51-2.00,STEM,BSCE,BSEE,BSArch,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Siblings,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,51-70,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,N/A,Yes,No
Female,Second Year,BSCE,1.00-1.50,STEM,BSA,BSCHE,BSCE,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,31-50,Agree,N/A,Disagree,Disagree,N/A,Disagree,N/A,N/A,Agree,Agree,Disagree,No,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSMfgE,BSME,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,51-70,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,No
Male,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSBio,Agree,Disagree,N/A,Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,N/A,N/A,51-70,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,N/A,N/A,Strongly Agree,N/A,Yes,No
Female,Third Year,BSCE,2.01-2.50,STEM,BSArch,BSCE,BSCpE,Disagree,Agree,Agree,Agree,Agree,Disagree,Myself,Parents,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Yes,No
Male,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSEE,BSME,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,No,Yes
Female,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSCE,BSCE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Teachers,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,31-50,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Yes,No
Male,Second Year,BSCS,1.00-1.50,BAM,BSA,BSPsy,BSCS,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Myself,Siblings,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSN,BSCpE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Parents,Parents,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,N/A,Strongly Agree,Strongly Disagree,N/A,N/A,N/A,N/A,N/A,No,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSN,BSBio,BSPT,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Parents,Parents,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,31-50,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Agree,No,No
Female,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSMath,BSME,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Third Year,BSCE,1.00-1.50,STEM,BSCE,BSArch,BSME,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Myself,Siblings,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,31-50,Agree,Agree,Agree,N/A,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Yes,No
Female,Second Year,BSCE,2.51-3.00,TVL,BSCE,BSArch,BSBAFM,Disagree,Agree,Agree,Agree,Agree,Disagree,Myself,Parents,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,No,No
Female,Second Year,BSCE,N/A,TVL,BSArch,BSCE,BSN,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Myself,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,No,Yes
Female,Third Year,BSCE,2.51-3.00,STEM,BSCE,BSCE,BSCE,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Myself,Friends and/or boyfriend/girlfriend,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,51-70,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,No,Yes
Male,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSCHE,BSBio,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Myself,Relatives,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,First Year,BSMfgE,N/A,STEM,BSCHE,BSCE,BSEE,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Parents,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,N/A,N/A,Agree,Agree,Agree,Agree,Agree,No,Yes
Male,First Year,BSMfgE,N/A,TVL,BSIT,BSCS,BSCpE,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Myself,Myself,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,31-50,Disagree,Disagree,Disagree,Agree,N/A,N/A,Disagree,Disagree,Disagree,Agree,Agree,No,Yes
Male,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSArch,BSEE,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,2.01-2.50,STEM,BSArch,BSCE,BSBAOM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Parents,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,51-70,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,No,No
Male,Third Year,BSCE,1.00-1.50,TVL,BSArch,BSME,BSA,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Friends and/or boyfriend/girlfriend,Friends and/or boyfriend/girlfriend,N/A,Agree,Agree,Disagree,Disagree,Agree,Agree,31-50,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,N/A,Strongly Agree,Agree,Yes,No
Male,Second Year,BSCE,2.01-2.50,STEM,BSCE,BSIT,BSCpE,Agree,Disagree,Agree,Agree,Agree,Agree,Parents,Parents,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,51-70,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,No,No
Male,Third Year,BSME,1.00-1.50,STEM,BSME,BSECE,BSEE,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Myself,Parents,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,No
Female,Third Year,BSCE,2.51-3.00,STEM,BSCE,BSEE,BSIT,Strongly Agree,Disagree,Agree,Agree,Agree,N/A,Myself,Relatives,Agree,Strongly Agree,N/A,N/A,Agree,Agree,N/A,51-70,Agree,Agree,N/A,N/A,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,N/A,Yes,No
Female,Second Year,BSME,1.00-1.50,BAM,BSCE,BSME,BSCHE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Myself,Relatives,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSBio,BSCE,BSN,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Yes,No
Female,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSBABE,BSArch,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Parents,Parents,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,N/A,Agree,Agree,Strongly Agree,Agree,No,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSIT,BSA,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Yes,No
Male,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSME,BSA,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,31-50,Agree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,No,No
