Sex,Year,Current_Course,SHS_Strand,First_Choice,Second_Choice,Third_Choice,Decision_Making1,Decision_Making2,Decision_Making3,Decision_Making4,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment4,Personal_Assessment5,Course_Environment1,Course_Environment2,Course_Environment3,Course_Environment4,Course_Environment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Academic_Experience5,Same_Course,Different_Course
Male,Third Year,BSIT,STEM,BSIT,BSCpE,BSCS,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,First Year,BSCE,STEM,BSCE,BSCpE,BSCS,Agree,Disagree,Agree,Agree,Myself,Disagree,Strongly Agree,Agree,Family,Agree,Disagree,Disagree,Disagree,Disagree,51-70,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Yes,No
Male,Second Year,BSIT,STEM,BSCpE,BSIT,BSCS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Yes,No
Male,Second Year,BSIT,STEM,BSCpE,BSIT,BSCS,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSIT,TVL,BSIT,BSIT,BSCS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Yes,No
Female,First Year,BSMfgE,STEM,BSCE,BSME,BSCS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Strongly Agree,Family,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSA,BAM,BSA,BSCE,BSEE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Disagree,Family,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BS_Arch,BSEE,Strongly Agree,Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCE,BAM,BSCE,BSA,BSEE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Strongly Disagree,Strongly Disagree,Family,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,31-50,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,No,No
Male,Second Year,BSCE,STEM,BS_Arch,BSCE,BSEE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Agree,Agree,Family,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,No,No
Male,Second Year,BSCE,STEM,BSCE,BSCpE,BSEE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Family,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSME,BSEE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Yes,No
Female,Third Year,BSIT,BAM,BSA,BSIT,BSEE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Family,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,31-50,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Yes,No
Male,Second Year,BSME,STEM,BSCE,BSME,BSEE,Agree,Agree,Agree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Disagree,Strongly Agree,Agree,Disagree,31-50,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BS_Arch,BSECE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BSEE,BSECE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSCS,STEM,BSCS,BSCpE,BSECE,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Disagree,Disagree,Disagree,Disagree,31-50,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,No
Female,Second Year,BS_ENTRE,BAM,BSA,BSBA_FM,BS_ENTRE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Family,Agree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSHM,TVL,BSHM,BSBA_HRM,BS_ENTRE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Disagree,Family,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,31-50,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Second Year,BS_ENTRE,BAM,BS_ENTRE,BSBA_FM,BSHM,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSTM,BAM,BSTM,BSBA_MM,BSHM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Family,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,BAM,BSIT,BSCS,BSHM,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Strongly Agree,Family,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,31-50,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,No,No
Female,Third Year,BSIT,STEM,BSN,BSHM,BSHM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Strongly Agree,Family,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,31-50,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BS_Arch,BSIT,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Family,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BS_Arch,BSIT,Disagree,Agree,Agree,Agree,Myself,Agree,Agree,Disagree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSEE,BSIT,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Agree,Strongly Agree,Agree,Family,Strongly Agree,Agree,Agree,Disagree,Disagree,31-50,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,No
Male,Second Year,BSCpE,STEM,BSCpE,BSCE,BSIT,Strongly Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,No
Male,Third Year,BSCpE,BAM,BSCpE,BSCS,BSIT,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,No,No
Male,Second Year,BSCpE,HESS,BSCpE,BSCS,BSIT,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,No
Male,Second Year,BSCS,STEM,BSCS,BSCpE,BSIT,Agree,Agree,Agree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Disagree,Agree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Yes,No
Male,Third Year,BSCS,STEM,BSCS,BSCpE,BSIT,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Family,Agree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,First Year,BSCS,STEM,BSCS,BSIT,BSIT,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Strongly Agree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,First Year,BSMfgE,STEM,BSMfgE,BSCE,BSIT,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Agree,Disagree,Family,Agree,Disagree,Disagree,Strongly Agree,Agree,31-50,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BSCHE,BSMath,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Agree,Disagree,Family,Agree,Strongly Disagree,Agree,Disagree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Yes,No
Female,Third Year,BSCpE,STEM,BSCpE,BSIT,BSMath,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Strongly Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BS_Arch,BSME,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,31-50,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSMath,BSME,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,First Year,BSCE,STEM,BSCE,BSME,BSCS,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Disagree,Family,Agree,Disagree,Disagree,Agree,Disagree,51-70,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSIT,STEM,BSCE,BSIT,BSME,Strongly Agree,Agree,Agree,Disagree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSME,STEM,BS_Arch,BSCE,BSME,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,31-50,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Third Year,BSTM,TVL,BSTM,BSHM,BSN,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Yes,No
Female,Second Year,BSCHE,STEM,BSCHE,BSChem,BSN,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Strongly Agree,Agree,Family,Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BS_Arch,BSN,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Yes,No
Male,Third Year,BSCE,TVL,BSA,BSCE,BSN,Disagree,Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Family,Strongly Agree,Agree,Agree,Agree,Agree,31-50,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Third Year,BSBA_FM,BAM,BSA,BSBA_FM,BSTM,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,STEM,BSCpE,BSIT,BSTM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Yes,No
Male,Third Year,BSIT,STEM,BSIT,BSCS,BMMP,Disagree,Strongly Agree,Agree,Agree,Family,Strongly Disagree,Disagree,Strongly Disagree,Family,Disagree,Disagree,Disagree,Disagree,Agree,31-50,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,No,No
Male,Third Year,BSIT,STEM,BSIT,BSCS,BS_Arch,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Family,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Agree,Strongly Agree,Strongly Agree,31-50,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSME,BSCpE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Disagree,Agree,Agree,Family,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Second Year,BSIT,BAM,BSA,BSBA_FM,BSIT,Strongly Disagree,Disagree,Agree,Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Disagree,Disagree,Disagree,Disagree,Agree,31-50,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Yes,No
Male,Second Year,BSIT,STEM,BSME,BSCE,BSIT,Strongly Agree,Agree,Agree,Strongly Agree,Family,Agree,Agree,Agree,Family,Agree,Strongly Agree,Disagree,Agree,Agree,31-50,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Yes,No
Female,Third Year,BSA,BAM,BSA,BSEd_Math,BSN,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Disagree,Agree,Disagree,Family,Agree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,No,No
Male,First Year,BSCE,STEM,BSCE,BSME,BSEE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Agree,Family,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,51-70,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Third Year,BSIT,STEM,BSREM,BSIT,BSBio,Agree,Disagree,Disagree,Agree,Myself,Agree,Strongly Agree,Strongly Agree,Socioeconomic ,Agree,Disagree,Disagree,Agree,Strongly Disagree,31-50,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Yes,No
Male,Third Year,BSIT,TVL,BSIT,BSCpE,BSCS,Agree,Strongly Disagree,Strongly Agree,Agree,Myself,Agree,Disagree,Strongly Agree,Institution,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Yes,No
Female,Third Year,BSBA_BE,HESS,BSPsy,BSBA_BE,BAC,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Family,Disagree,Disagree,Agree,Agree,Agree,31-50,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Yes,No
Female,Second Year,BSBA_HRM,BAM,BSBA_HRM,BSIT,BPEd,Agree,Agree,Agree,Agree,Myself,Strongly Agree,Agree,Agree,Family,Agree,Disagree,Agree,Disagree,Strongly Disagree,31-50,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BSMath,BS_Arch,Strongly Agree,Disagree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Disagree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BSME,BS_Arch,Strongly Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSA,BAM,BSA,BSBA_FM,BSBA_HRM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Strongly Agree,Agree,Agree,Family,Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Yes,No
Female,Second Year,BSIT,SA,BSIT,BSCS,BS_Arch,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Disagree,Family,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Yes,No
Female,Second Year,BSIT,TVL,BSIT,BSCS,BS_Arch,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,31-50,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Second Year,BSCE,STEM,BSCE,BS_Arch,BSA,Agree,Agree,Agree,Strongly Agree,Myself,Agree,Strongly Agree,Disagree,Family,Agree,Agree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSME,BSA,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Strongly Agree,Strongly Agree,Agree,Family,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSIT,BAM,BSBA_FM,BSIT,BSA,Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Agree,Agree,Disagree,Disagree,31-50,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Yes,No
Male,Third Year,BSIT,STEM,BSIT,BS_Arch,BSBio,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Disagree,Family,Disagree,Agree,Disagree,Strongly Disagree,Disagree,31-50,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,No,No
Female,Third Year,BSIT,STEM,BSIT,BSCE,BSBio,Disagree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Family,Agree,Disagree,Agree,Disagree,Agree,31-50,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,No,No
Male,Second Year,BSIT,STEM,BSPT,BSN,BSBio,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,31-50,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Yes,No
Female,Second Year,BSA,BAM,BSA,BSBA_FM,BSBA_HRM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Family,Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Yes,No
Female,Second Year,BSCHE,STEM,BSBio,BSPsy,BSCHE,Agree,Agree,Disagree,Disagree,Myself,Disagree,Disagree,Disagree,Family,Disagree,Disagree,Agree,Disagree,Disagree,31-50,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,No,No
Female,Third Year,BSCE,STEM,BSCE,BSME,BSCpE,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Strongly Agree,Disagree,Family,Agree,Disagree,Agree,Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Yes,No
Male,First Year,BSCS,STEM,BSCS,BSIT,BSCpE,Agree,Agree,Agree,Agree,Myself,Disagree,Agree,Agree,Family,Agree,Agree,Agree,Disagree,Agree,31-50,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Yes,No
Male,Second Year,BSCS,TVL,BSCS,BSIT,BSCpE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Disagree,Agree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,No
Female,Second Year,BSCS,TVL,BSCS,BSIT,BSCpE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Strongly Disagree,Family,Agree,Agree,Agree,Strongly Disagree,Disagree,31-50,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Yes,No
Male,Second Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Family,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,31-50,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Yes,No
Female,Second Year,BSIT,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Disagree,Disagree,Family,Disagree,Disagree,Agree,Agree,Agree,31-50,Strongly Disagree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,No,No
Male,Second Year,BSCS,BAM,BSA,BSPsy,BSCS,Agree,Disagree,Agree,Agree,Myself,Disagree,Disagree,Strongly Agree,Family,Agree,Agree,Agree,Strongly Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Second Year,BSCS,BAM,BSA,BSPsy,BSCS,Agree,Disagree,Agree,Strongly Agree,Myself,Agree,Agree,Strongly Agree,Family,Agree,Agree,Disagree,Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSME,BSEE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Yes,No
