Sex,Year,Current_Course,SHS_Strand,First_Choice,Second_Choice,Third_Choice,Decision_Making1,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment5,Course_Environment2,Course_Environment3,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Same_Course,Different_Course
Male,First Year,BSCpE,TVL,BSIT,BSCpE,BSCS,Agree,Myself,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Yes,No
Female,Second Year,BSCpE,TVL,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,First Year,BSIT,TVL,BSIT,BSA,BSCS,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Yes,Yes
Female,First Year,BSIT,STEM,BSBio,BSChem,BSCS,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Male,First Year,BSIT,STEM,BSIT,BSCpE,BSCS,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Yes,No
Male,First Year,BSIT,STEM,BSIT,BSCS,BSCHE,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Yes,No
Male,First Year,BSIT,TVL,BSIT,BSCpE,BSCS,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,No
Male,First Year,BSIT,TVL,BSIT,BSCpE,BSCS,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Male,First Year,BSIT,TVL,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Yes,No
Female,Second Year,BSIT,TVL,BSIT,BSCpE,BSCS,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Yes,No
Female,First Year,BSCpE,BAM,BS_Arch,BSA,BSCE,Strongly Agree,Others,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,No,Yes
Male,Second Year,BSCE,STEM,BSCE,BSME,BSEE,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,First Year,BSCpE,TVL,BSCpE,BSIT,BSECE,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSME,BSEE,Disagree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSME,BSEE,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,First Year,BSCE,TVL,BSCE,BSME,BSEE,Disagree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSPT,BSEE,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,No
Female,First Year,BSCS,BAM,BSA,BSBA_FM,BSEE,Strongly Agree,Myself,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,No,No
Male,First Year,BSCE,STEM,BSCE,BSCHE,BSECE,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,No,Yes
Male,Second Year,BSCS,STEM,BSCS,BSCpE,BSECE,Agree,Myself,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSCS,STEM,BSCS,BSCpE,BSECE,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSEE,STEM,BSEE,BSCE,BSECE,Agree,Myself,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Yes,No
Female,First Year,BSIT,STEM,BSIT,BSN,BSHM,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,First Year,BSCE,STEM,BS_Arch,BSCE,BSIT,Strongly Agree,Myself,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Male,First Year,BSCpE,STEM,BSCE,BSCpE,BSIT,Strongly Agree,Myself,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Yes
Male,First Year,BSIT,HESS,BSIT,BSCpE,BSEd_Fil,Agree,Myself,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,No,No
Male,First Year,BSCpE,STEM,BSCpE,BSCS,BSIT,Strongly Agree,Myself,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSCS,TVL,BSCpE,BSCS,BSIT,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Yes,No
Male,First Year,BSIT,TVL,BSCS,BSBio,BSIT,Agree,Myself,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSIT,HESS,BS_Arch,BSBA_MM,BSIT,Agree,Myself,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,No,No
Female,Third Year,BSIT,TVL,BSTM,BSHM,BSIT,Agree,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,No,Yes
Male,First Year,BSIT,TVL,BSHM,BSN,BSIT,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,No,Yes
Female,Third Year,BSBA_FM,BAM,BSA,BSBA_FM,BSMath,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Yes,Yes
Male,Third Year,BSBA_FM,BAM,BSA,BSBA_FM,BSMath,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSCE,STEM,BSIT,BSCE,BSMath,Agree,Myself,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,No,No
Male,Third Year,BSCE,STEM,BSCE,BSME,BSMath,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,First Year,BSCE,STEM,BSCE,BSEd_Math,BSMath,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Yes,No
Male,Second Year,BSCS,STEM,BSCS,BSCpE,BSMath,Strongly Agree,Myself,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Yes,No
Female,First Year,BSCE,BAM,BSA,BSPT,BSCE,Agree,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,No,Yes
Male,Third Year,BSCE,STEM,BSCE,BSCpE,BSME,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Yes,No
Male,First Year,BSCE,STEM,BSCE,BSEE,BSME,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Yes,No
Male,First Year,BSCE,STEM,BSCE,BSEE,BSME,Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Second Year,BSCE,STEM,BSCE,BSEE,BSME,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BSEE,BSME,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Yes,No
Male,First Year,BSCE,STEM,BSCE,BSIT,BSME,Strongly Agree,Myself,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BSMfgE,BSME,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Yes,No
Male,First Year,BSCpE,STEM,BSCE,BSCpE,BSME,Strongly Agree,Myself,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,No,Yes
Male,First Year,BSCpE,STEM,BSCE,BSCpE,BSME,Agree,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,No,Yes
Male,First Year,BSCpE,STEM,BSCE,BSCpE,BSME,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,No,No
Female,Third Year,BSA,BAM,BSA,BSTM,BSN,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSBA_FM,BAM,BSA,BSBA_FM,BSN,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Yes,No
Female,Second Year,BSTM,TVL,BSTM,BSHM,BSN,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,First Year,BSCpE,BAM,BSA,BSCpE,BSCE,Disagree,Family,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Yes,No
Female,First Year,BSCpE,STEM,BSCE,BSCpE,BSN,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,First Year,BSHM,BAM,BSHM,BS_ENTRE,BSPT,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BS_Arch,BSPT,Agree,Myself,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,No,No
Female,Second Year,BSA,BAM,BSA,BSBA_FM,BSPsy,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Yes,No
Female,Third Year,BSBA_FM,BAM,BSA,BSBA_FM,BSPsy,Strongly Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSBA_FM,BAM,BSBA_FM,BSBA_HRM,BSPsy,Strongly Agree,Myself,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,No,Yes
Female,Third Year,BSBA_FM,BAM,BSA,BSN,BSPsy,Agree,Myself,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Yes,No
Female,Third Year,BSREM,BAM,BSA,BSBA_FM,BSPsy,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,No,No
Female,Third Year,BSREM,BAM,BSA,BSBA_FM,BSPsy,Strongly Agree,Myself,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,No
Female,Second Year,BSTM,STEM,BSN,BSTM,BSPsy,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,No,Yes
Male,First Year,BSCE,BAM,BSCE,BSA,BSPsy,Disagree,Myself,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSBA_FM,BAM,BSBA_FM,BSA,BS_ENTRE,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,No,Yes
Female,First Year,BSCE,STEM,BSCE,BSME,BSIT,Agree,Myself,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Yes,Yes
Female,Second Year,BSCS,TVL,BSCS,BSIT,BSPsy,Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Yes,No
Female,First Year,BSIT,BAM,BSIT,BSN,BSPsy,Strongly Agree,Myself,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Yes,Yes
Female,First Year,BSIT,TVL,BSIT,BSREM,BSPsy,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Yes,Yes
Female,Third Year,BSBA_FM,BAM,BSBA_FM,BSA,BSREM,Agree,Myself,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Yes,Yes
Male,Second Year,BSA,TVL,BSA,BSEd_SS,BSSW,Strongly Agree,Myself,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,No,Yes
Male,Third Year,BSBA_BE,BAM,BSBA_MM,BSBA_BE,BSTM,Agree,Myself,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Yes,Yes
Female,Third Year,BSBA_BE,BAM,BSA,BSBA_HRM,BSTM,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,No
Female,First Year,BS_ENTRE,BAM,BSHM,BS_ENTRE,BSTM,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSHM,BAM,BSPT,BSA,BSTM,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Female,Third Year,BSREM,BAM,BSA,BSBA_FM,BSTM,Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Yes,No
Female,Second Year,BSCE,HESS,BSCE,BSBA_FM,BSTM,Strongly Agree,Myself,Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSCE,HESS,BSCE,BSBA_FM,BSTM,Agree,Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,No,Yes
Male,First Year,BSCE,STEM,BSCE,BSME,BSTM,Agree,Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Yes,No
Female,First Year,BSCpE,BAM,BSBA_FM,BSHM,BSTM,Strongly Agree,Myself,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSTM,HESS,BSTM,BSA,BSEd_Math,Strongly Agree,Myself,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCE,STEM,BSCE,BS_Arch,BSEd_Math,Agree,Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Yes,No
Male,First Year,BSCE,TVL,BSCE,BSEd_Math,BSEd_Math,Agree,Myself,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSCE,STEM,BSCE,BSCS,BSEd_Fil,Strongly Agree,Myself,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,No,Yes
Female,Second Year,BSCS,STEM,BSIT,BSCS,BSA,Strongly Agree,Family,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,No,Yes
Female,Third Year,BSCE,STEM,BSN,BSCE,BSBio,Agree,Family,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,No,No
Male,First Year,BSIT,TVL,BSIT,BSCS,BSBA_BE,Agree,Family,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Yes,Yes
Female,Third Year,BSCE,STEM,BS_Arch,BSCE,BSBA_OM,Strongly Agree,Family,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,No,No
Male,Second Year,BSCE,STEM,BSCE,BSIT,BSCpE,Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,No,No
Female,Second Year,BSCS,STEM,BSIT,BSCS,BSCpE,Disagree,Family,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,No,Yes
Female,First Year,BSIT,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Family,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Yes,No
Male,First Year,BSCpE,STEM,BSIT,BSCpE,BSCS,Agree,Family,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,No,Yes
Female,Second Year,BSIT,STEM,BSN,BSIT,BSCS,Agree,Family,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Yes,No
Female,Third Year,BSCS,STEM,BSIT,BSCS,BSEE,Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,No,Yes
Male,First Year,BSIT,BAM,BSEE,BSCE,BSIT,Agree,Family,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Yes,Yes
Female,Third Year,BSCE,STEM,BSCE,BS_Arch,BSMath,Disagree,Family,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,No,Yes
Female,First Year,BSIT,STEM,BSN,BSPsy,BSPT,Strongly Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSBA_FM,BAM,BSBA_FM,BSA,BSPsy,Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,No,Yes
Female,First Year,BSIT,BAM,BSIT,BSN,BSPsy,Strongly Agree,Family,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,No,Yes
Female,Third Year,BSCE,STEM,BSCE,BS_Arch,BSEd_Math,Agree,Family,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Yes,No
Male,Second Year,BSIT,STEM,BSECE,BSN,BMMP,Agree,Institution,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,No,Yes
Female,First Year,BSIT,HESS,BSN,BSTM,BSIT,Agree,Family,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,No,Yes
Female,Third Year,BSA,BAM,BSA,BSBA_FM,BSCE,Disagree,Family,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,No,Yes
Male,Second Year,BSBA_HRM,BAM,BSTM,BSHM,BSBA_HRM,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Third Year,BSBA_FM,BAM,BSA,BSBA_FM,BAC,Agree,Myself,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Yes,No
Female,Second Year,BSTM,HESS,BSPsy,BSTM,BAC,Agree,Myself,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Yes,No
Male,Second Year,BSA,BAM,BSA,BSCE,BS_Arch,Strongly Agree,Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Yes,No
Male,First Year,BSIT,BAM,BSIT,BSBA_MM,BSA,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,Yes
